id;origem;destino;valor;timestamp
ID05213;ORIG018;DEST036;986.49;2020-08-17
ID05214;ORIG054;DEST571;918.20;2024-01-23
ID05215;ORIG011;DEST332;361.30;2022-09-08
ID05216;ORIG086;DEST469;991.10;2022-12-27
ID05217;ORIG009;DEST499;427.15;2020-10-02
ID05218;ORIG063;DEST317;624.33;2021-01-14
ID05219;ORIG050;DEST327;869.27;2023-04-15
ID05220;ORIG017;DEST528;964.60;2020-07-26
ID05221;ORIG038;DEST604;809.05;2022-10-06
ID05222;ORIG014;DEST303;992.67;2024-11-08
ID05223;ORIG001;DEST318;560.91;2020-08-06
ID05224;ORIG008;DEST929;63.48;2021-06-09
ID05225;ORIG008;DEST226;925.20;2020-07-16
ID05226;ORIG005;DEST941;583.79;2021-02-07
ID05227;ORIG046;DEST892;930.44;2022-03-24
ID05228;ORIG092;DEST477;374.94;2021-05-14
ID05229;ORIG017;DEST964;900.31;2022-04-14
ID05230;ORIG011;DEST116;868.17;2023-07-11
ID05231;ORIG062;DEST478;105.81;2024-07-05
ID05232;ORIG043;DEST052;608.85;2024-08-20
ID05233;ORIG006;DEST909;940.79;2024-02-03
ID05234;ORIG013;DEST267;388.08;2023-06-24
ID01435;ORIG033;DEST625;371.19;2022-05-28
ID05236;ORIG015;DEST290;155.24;2024-06-04
ID05237;ORIG010;DEST692;364.71;2024-01-16
ID01962;ORIG001;DEST278;814.82;2024-09-13
ID05239;ORIG045;DEST302;389.80;2022-07-19
ID05240;ORIG016;DEST307;203.87;2020-11-04
ID05241;ORIG006;DEST653;161.88;2020-06-18
ID05242;ORIG019;DEST660;310.96;2020-12-26
ID05243;ORIG000;DEST455;215.87;2021-12-01
ID05244;ORIG004;DEST473;393.56;2020-01-15
ID05245;ORIG001;DEST384;364.00;2023-09-24
ID05246;ORIG089;DEST346;541.83;2022-12-01
ID05247;ORIG009;DEST363;479.03;2022-06-04
ID05248;ORIG013;DEST464;470.49;2022-09-24
ID05249;ORIG011;DEST101;488.89;2021-11-06
ID05250;ORIG008;DEST264;779.16;2020-01-11
ID05251;ORIG011;DEST529;734.27;2023-02-01
ID05252;ORIG059;DEST433;476.19;2022-06-17
ID05253;ORIG007;DEST520;22.01;2022-02-28
ID05254;ORIG074;DEST295;42.65;2021-07-18
ID05255;ORIG063;DEST724;171.12;2024-08-10
ID05256;ORIG000;DEST712;905.70;2023-11-20
ID05257;ORIG090;DEST836;142.37;2023-10-23
ID05258;ORIG000;DEST040;718.55;2020-05-07
ID05259;ORIG016;DEST585;881.71;2022-03-26
ID05260;ORIG013;DEST228;884.99;2022-11-04
ID05261;ORIG011;DEST292;962.74;2021-02-17
ID05262;ORIG006;DEST639;593.41;2022-06-18
ID05263;ORIG004;DEST919;837.52;2020-05-12
ID05264;ORIG096;DEST500;199.73;2023-01-13
ID05265;ORIG070;DEST868;675.49;2022-11-21
ID05266;ORIG012;DEST133;623.72;2020-02-24
ID05267;ORIG008;DEST837;629.95;2020-06-13
ID05268;ORIG004;DEST116;641.84;2024-05-07
ID05269;ORIG016;DEST902;210.74;2023-04-13
ID05270;ORIG018;DEST055;118.34;2023-06-13
ID05271;ORIG016;DEST615;186.63;2024-08-19
ID05272;ORIG014;DEST450;206.04;2020-01-18
ID05273;ORIG018;DEST288;326.32;2021-01-04
ID05274;ORIG010;DEST711;217.97;2020-09-22
ID05275;ORIG058;DEST617;822.52;2021-12-12
ID05276;ORIG020;DEST881;430.37;2020-11-04
ID05277;ORIG065;DEST931;105.61;2022-07-04
ID05278;ORIG003;DEST782;975.25;2022-03-10
ID05279;ORIG010;DEST909;111.73;2023-12-28
ID05280;ORIG008;DEST089;107.90;2024-04-12
ID05281;ORIG002;DEST007;81.92;2022-12-04
ID05282;ORIG018;DEST138;514.70;2024-07-22
ID05283;ORIG008;DEST969;792.93;2024-04-15
ID05284;ORIG018;DEST761;564.27;2023-05-23
ID05285;ORIG079;DEST562;802.89;2022-04-14
ID02157;ORIG030;DEST550;727.92;2024-11-01
ID05287;ORIG016;DEST674;624.59;2023-12-16
ID05288;ORIG014;DEST022;32.26;2020-07-24
ID05289;ORIG043;DEST715;476.21;2021-09-05
ID05290;ORIG008;DEST100;167.34;2024-04-20
ID05291;ORIG002;DEST432;763.23;2024-08-20
ID05292;ORIG013;DEST664;936.66;2022-08-19
ID05293;ORIG031;DEST346;331.07;2023-02-13
ID00064;ORIG017;DEST599;213.79;2020-09-08
ID05295;ORIG007;DEST329;232.40;2024-03-10
ID05296;ORIG012;DEST790;592.93;2022-03-06
ID05297;ORIG043;DEST508;408.38;2020-04-21
ID05298;ORIG012;DEST305;380.52;2023-11-22
ID05299;ORIG001;DEST215;662.33;2022-06-10
ID02711;ORIG016;DEST750;730.39;2024-10-23
ID05301;ORIG050;DEST758;65.15;2021-01-04
ID05302;ORIG007;DEST195;978.09;2021-02-25
ID05303;ORIG011;DEST192;935.03;2021-10-03
ID05304;ORIG008;DEST591;993.17;2023-05-10
ID05305;ORIG055;DEST884;290.76;2022-06-02
ID05306;ORIG058;DEST705;506.46;2022-06-24
ID05307;ORIG015;DEST311;116.18;2022-06-11
ID05308;ORIG014;DEST072;196.47;2020-05-17
ID05309;ORIG001;DEST720;531.70;2022-11-04
ID05310;ORIG010;DEST047;929.52;2023-11-22
ID05311;ORIG006;DEST630;546.44;2023-12-04
ID05312;ORIG072;DEST467;767.81;2023-07-24
ID05313;ORIG010;DEST695;393.47;2022-09-20
ID05314;ORIG014;DEST868;108.49;2023-12-05
ID05315;ORIG055;DEST984;92.25;2024-02-26
ID05316;ORIG002;DEST078;150.96;2022-12-07
ID05317;ORIG014;DEST668;717.69;2021-12-06
ID05318;ORIG006;DEST057;70.74;2020-09-15
ID04633;ORIG006;DEST945;671.71;2024-07-27
ID05320;ORIG009;DEST672;738.41;2022-04-24
ID00672;ORIG009;DEST662;596.78;2022-05-07
ID05322;ORIG016;DEST624;174.80;2024-09-14
ID05323;ORIG012;DEST382;443.11;2022-04-11
ID05324;ORIG016;DEST950;462.92;2022-07-21
ID05325;ORIG088;DEST526;715.78;2020-06-13
ID05326;ORIG017;DEST361;97.96;2024-07-07
ID05327;ORIG010;DEST744;745.46;2023-07-01
ID05328;ORIG013;DEST277;615.85;2020-02-10
ID05329;ORIG004;DEST221;755.86;2022-11-26
ID05330;ORIG001;DEST633;124.81;2020-02-26
ID05331;ORIG010;DEST755;568.77;2023-12-04
ID05332;ORIG005;DEST246;56.52;2023-08-10
ID02679;ORIG005;DEST801;624.28;2022-03-22
ID03675;ORIG003;DEST633;388.53;2023-10-03
ID05335;ORIG005;DEST550;431.37;2023-08-06
ID05336;ORIG016;DEST603;521.27;2020-10-26
ID05337;ORIG009;DEST399;644.83;2023-01-11
ID05338;ORIG018;DEST235;495.39;2023-10-03
ID00002;ORIG010;DEST273;97.87;2022-10-10
ID05340;ORIG018;DEST443;665.68;2023-08-17
ID05341;ORIG000;DEST413;469.34;2021-08-09
ID05342;ORIG011;DEST971;239.71;2022-05-01
ID05343;ORIG006;DEST524;566.46;2021-02-07
ID05344;ORIG000;DEST212;369.23;2022-05-01
ID05345;ORIG017;DEST778;725.77;2023-10-16
ID05346;ORIG003;DEST065;439.29;2022-02-06
ID05347;ORIG002;DEST545;309.91;2020-12-19
ID05348;ORIG019;DEST443;145.37;2022-03-11
ID05349;ORIG006;DEST356;889.58;2023-06-17
ID05350;ORIG099;DEST782;986.37;2020-11-11
ID05351;ORIG001;DEST914;504.74;2023-02-21
ID05352;ORIG012;DEST871;945.65;2023-12-15
ID05353;ORIG001;DEST046;574.37;2022-12-23
ID05354;ORIG009;DEST374;972.03;2024-08-04
ID05355;ORIG010;DEST960;796.41;2020-08-04
ID05356;ORIG013;DEST454;437.42;2020-11-09
ID05210;ORIG008;DEST010;74.94;2021-03-07
ID05358;ORIG035;DEST577;824.64;2020-10-27
ID02880;ORIG007;DEST693;508.90;2020-02-24
ID05360;ORIG012;DEST917;158.98;2020-11-12
ID01483;ORIG004;DEST337;750.88;2020-02-10
ID05362;ORIG017;DEST544;945.46;2024-04-01
ID05363;ORIG015;DEST108;270.78;2021-03-06
ID05364;ORIG013;DEST217;613.14;2024-02-03
ID05365;ORIG052;DEST984;32.33;2023-05-12
ID05366;ORIG014;DEST580;372.56;2022-10-25
ID05367;ORIG057;DEST325;727.48;2020-07-26
ID05368;ORIG015;DEST703;238.50;2021-09-25
ID05369;ORIG089;DEST199;208.11;2021-01-27
ID05370;ORIG094;DEST766;847.86;2023-10-16
ID05371;ORIG032;DEST890;528.51;2020-11-27
ID05372;ORIG000;DEST290;44.56;2020-03-14
ID05373;ORIG018;DEST758;21.99;2022-04-02
ID05374;ORIG003;DEST304;387.53;2022-08-26
ID05375;ORIG006;DEST283;320.00;2023-04-23
ID05376;ORIG002;DEST340;370.66;2021-08-22
ID05377;ORIG002;DEST987;67.94;2021-02-23
ID05378;ORIG013;DEST485;315.83;2023-02-07
ID05379;ORIG008;DEST469;267.48;2020-06-20
ID05380;ORIG019;DEST113;969.64;2022-04-19
ID05381;ORIG008;DEST276;640.26;2021-02-12
ID05382;ORIG044;DEST603;703.23;2022-05-14
ID05383;ORIG016;DEST281;548.29;2020-07-12
ID04023;ORIG016;DEST563;285.47;2021-05-11
ID05385;ORIG000;DEST090;264.53;2021-09-11
ID05386;ORIG005;DEST595;96.73;2023-02-20
ID05387;ORIG003;DEST980;540.03;2022-05-11
ID05388;ORIG018;DEST493;141.32;2020-09-06
ID05389;ORIG079;DEST806;359.71;2022-07-21
ID05390;ORIG016;DEST226;896.73;2022-10-09
ID05391;ORIG064;DEST692;829.09;2021-08-09
ID05392;ORIG015;DEST778;289.82;2021-03-06
ID05393;ORIG015;DEST379;193.82;2021-04-28
ID05394;ORIG064;DEST095;548.68;2020-02-16
ID05395;ORIG016;DEST212;465.28;2020-01-17
ID03984;ORIG000;DEST287;773.51;2020-04-19
ID05397;ORIG012;DEST271;148.81;2021-04-12
ID05398;ORIG011;DEST701;365.17;2024-09-18
ID05399;ORIG012;DEST741;145.32;2021-02-18
ID05400;ORIG007;DEST225;22.16;2021-03-22
ID05401;ORIG015;DEST766;647.53;2020-01-10
ID05402;ORIG036;DEST693;865.03;2021-12-02
ID05403;ORIG000;DEST124;631.50;2024-03-21
ID05404;ORIG015;DEST017;131.02;2020-12-09
ID05405;ORIG044;DEST693;504.79;2023-02-02
ID05406;ORIG091;DEST758;340.79;2022-10-13
ID03386;ORIG001;DEST080;404.11;2023-08-23
ID05408;ORIG012;DEST220;408.46;2024-08-10
ID01473;ORIG018;DEST150;938.65;2022-05-17
ID05410;ORIG058;DEST079;911.99;2021-05-11
ID05411;ORIG017;DEST927;108.86;2024-10-02
ID05412;ORIG076;DEST488;149.37;2022-08-19
ID05413;ORIG017;DEST569;345.42;2022-11-23
ID05414;ORIG001;DEST507;610.58;2023-06-14
ID05415;ORIG009;DEST734;497.54;2021-12-28
ID05416;ORIG031;DEST869;829.20;2021-10-13
ID05417;ORIG014;DEST804;222.15;2021-04-27
ID05418;ORIG039;DEST292;625.31;2022-05-14
ID01366;ORIG031;DEST774;429.76;2022-01-01
ID05420;ORIG010;DEST422;630.57;2021-03-26
ID05421;ORIG095;DEST459;370.99;2020-03-06
ID05422;ORIG045;DEST018;532.66;2021-08-14
ID05423;ORIG017;DEST365;593.36;2022-11-20
ID05424;ORIG013;DEST773;550.59;2020-04-11
ID05425;ORIG011;DEST656;551.69;2022-04-25
ID05426;ORIG011;DEST858;459.66;2021-10-16
ID05427;ORIG013;DEST265;915.35;2022-04-21
ID05428;ORIG011;DEST747;461.50;2022-12-28
ID05429;ORIG014;DEST863;908.17;2022-10-13
ID05430;ORIG001;DEST239;487.45;2021-10-19
ID05431;ORIG007;DEST314;298.02;2024-08-11
ID05432;ORIG007;DEST007;329.76;2023-12-19
ID05433;ORIG012;DEST873;480.63;2021-09-10
ID05434;ORIG021;DEST821;192.57;2021-06-26
ID05435;ORIG003;DEST661;868.58;2024-11-22
ID05436;ORIG086;DEST866;74.41;2024-04-19
ID05437;ORIG011;DEST898;552.60;2020-11-04
ID05438;ORIG005;DEST179;80.28;2022-12-09
ID00796;ORIG010;DEST417;130.05;2022-02-26
ID05440;ORIG003;DEST281;172.06;2020-04-17
ID05441;ORIG015;DEST276;847.10;2022-09-07
ID05442;ORIG088;DEST810;870.65;2022-12-07
ID05023;ORIG015;DEST309;288.43;2020-11-19
ID05444;ORIG030;DEST737;931.60;2020-10-18
ID05445;ORIG098;DEST400;215.98;2023-12-09
ID05446;ORIG003;DEST504;861.32;2024-11-06
ID05447;ORIG012;DEST021;875.82;2021-11-01
ID01241;ORIG003;DEST477;801.82;2024-06-05
ID05449;ORIG088;DEST898;112.66;2020-12-05
ID01031;ORIG002;DEST749;203.85;2021-08-27
ID05451;ORIG055;DEST559;259.78;2023-04-13
ID03091;ORIG011;DEST407;631.08;2023-10-22
ID04978;ORIG060;DEST245;605.32;2024-11-10
ID05454;ORIG016;DEST162;273.06;2024-09-26
ID05455;ORIG007;DEST385;919.73;2022-12-09
ID05456;ORIG018;DEST903;248.90;2022-06-20
ID05457;ORIG002;DEST663;684.23;2023-03-24
ID05458;ORIG013;DEST395;249.46;2023-09-01
ID05459;ORIG000;DEST350;287.20;2022-09-15
ID05460;ORIG007;DEST343;167.16;2024-03-22
ID05461;ORIG015;DEST855;305.40;2022-02-27
ID05462;ORIG017;DEST398;412.94;2020-10-25
ID05463;ORIG002;DEST765;332.48;2022-04-13
ID05464;ORIG010;DEST648;340.94;2024-09-09
ID05465;ORIG007;DEST138;411.45;2021-05-26
ID05466;ORIG007;DEST424;783.01;2022-06-04
ID05467;ORIG017;DEST997;399.40;2020-12-20
ID05468;ORIG017;DEST923;640.71;2022-08-24
ID05469;ORIG006;DEST677;158.69;2021-06-05
ID05470;ORIG019;DEST489;906.99;2021-12-21
ID05471;ORIG038;DEST123;512.34;2021-06-24
ID05472;ORIG019;DEST900;882.35;2024-03-24
ID05473;ORIG055;DEST397;287.52;2024-10-01
ID05474;ORIG003;DEST213;193.35;2023-09-10
ID05475;ORIG011;DEST022;96.35;2024-06-23
ID05476;ORIG006;DEST440;210.21;2020-12-02
ID04979;ORIG087;DEST929;642.11;2024-01-19
ID05478;ORIG004;DEST005;813.42;2020-07-26
ID05479;ORIG088;DEST050;847.74;2023-11-22
ID05480;ORIG006;DEST869;694.30;2021-09-19
ID05481;ORIG010;DEST387;22.31;2021-08-07
ID05482;ORIG009;DEST004;983.54;2021-02-12
ID05483;ORIG002;DEST558;328.29;2023-06-04
ID05484;ORIG017;DEST027;794.06;2024-05-19
ID05485;ORIG010;DEST210;308.30;2023-01-16
ID05486;ORIG095;DEST733;833.14;2021-06-07
ID05487;ORIG053;DEST467;305.83;2024-12-18
ID05488;ORIG008;DEST695;533.77;2020-07-26
ID05489;ORIG013;DEST979;693.50;2021-10-21
ID05490;ORIG015;DEST232;226.93;2024-03-12
ID05491;ORIG000;DEST357;832.09;2020-05-17
ID05492;ORIG002;DEST516;833.75;2021-08-17
ID05493;ORIG018;DEST320;472.47;2024-02-17
ID05494;ORIG006;DEST616;585.78;2020-12-08
ID05495;ORIG002;DEST617;464.11;2024-05-12
ID05496;ORIG052;DEST959;247.40;2020-05-19
ID05497;ORIG013;DEST256;968.91;2021-09-18
ID05498;ORIG009;DEST479;611.56;2020-12-27
ID05499;ORIG000;DEST260;256.97;2024-02-25
ID05500;ORIG017;DEST035;833.96;2020-08-19
ID02190;ORIG014;DEST505;413.10;2024-03-05
ID05502;ORIG005;DEST053;653.84;2023-04-13
ID05503;ORIG000;DEST869;271.61;2021-11-05
ID05504;ORIG003;DEST304;89.87;2024-03-15
ID05505;ORIG003;DEST587;998.54;2022-03-16
ID05506;ORIG017;DEST390;868.10;2023-11-12
ID00016;ORIG080;DEST095;499.25;2021-11-27
ID05508;ORIG010;DEST025;111.58;2020-05-24
ID05509;ORIG013;DEST212;907.05;2023-11-19
ID05510;ORIG007;DEST404;486.58;2020-06-05
ID05511;ORIG063;DEST857;568.12;2024-01-17
ID05512;ORIG009;DEST657;572.64;2020-10-18
ID05513;ORIG004;DEST725;239.22;2023-04-06
ID05514;ORIG004;DEST406;20.96;2020-07-28
ID05515;ORIG002;DEST848;945.63;2023-12-12
ID05516;ORIG012;DEST798;637.72;2022-01-13
ID05517;ORIG017;DEST492;70.06;2020-09-05
ID05518;ORIG063;DEST072;397.82;2021-01-19
ID05519;ORIG006;DEST047;767.38;2020-05-15
ID00248;ORIG003;DEST128;742.55;2022-10-11
ID05521;ORIG009;DEST304;113.32;2024-04-19
ID05522;ORIG087;DEST026;541.07;2023-03-07
ID05523;ORIG006;DEST622;898.48;2020-01-08
ID05524;ORIG013;DEST263;462.79;2024-03-23
ID05525;ORIG004;DEST493;470.54;2020-03-12
ID05526;ORIG016;DEST077;754.71;2023-05-10
ID05527;ORIG019;DEST524;63.14;2020-04-09
ID05528;ORIG008;DEST272;387.70;2023-04-22
ID05529;ORIG063;DEST072;510.27;2022-01-20
ID05530;ORIG015;DEST950;231.78;2023-10-21
ID05531;ORIG012;DEST085;389.05;2022-06-15
ID05532;ORIG060;DEST412;41.86;2024-03-25
ID05533;ORIG019;DEST828;237.82;2023-02-01
ID05534;ORIG007;DEST997;589.74;2023-02-08
ID05535;ORIG017;DEST699;626.53;2022-08-07
ID05536;ORIG017;DEST233;131.93;2024-10-07
ID00765;ORIG011;DEST260;938.24;2021-12-28
ID01311;ORIG017;DEST065;843.51;2024-07-02
ID02125;ORIG012;DEST997;155.72;2021-02-15
ID05540;ORIG015;DEST609;488.76;2024-05-10
ID03562;ORIG065;DEST404;352.75;2023-03-04
ID05542;ORIG089;DEST582;423.75;2021-10-19
ID04471;ORIG092;DEST607;877.22;2022-07-05
ID05544;ORIG009;DEST791;481.47;2020-04-10
ID05545;ORIG038;DEST437;73.45;2024-02-14
ID05546;ORIG008;DEST253;632.50;2023-05-12
ID05547;ORIG017;DEST960;990.39;2024-09-24
ID05548;ORIG009;DEST560;416.27;2022-01-17
ID05549;ORIG004;DEST849;817.77;2022-06-01
ID05550;ORIG000;DEST186;820.05;2020-03-15
ID05551;ORIG018;DEST833;868.25;2020-08-27
ID05552;ORIG006;DEST353;862.05;2024-04-27
ID05553;ORIG005;DEST249;430.28;2023-08-19
ID05554;ORIG034;DEST141;61.12;2021-04-08
ID05555;ORIG010;DEST547;993.99;2023-06-01
ID05556;ORIG003;DEST014;32.07;2024-03-27
ID05557;ORIG072;DEST145;367.59;2020-03-28
ID05558;ORIG003;DEST886;776.04;2021-01-04
ID05559;ORIG003;DEST271;876.95;2024-05-21
ID05560;ORIG034;DEST783;972.92;2020-06-14
ID05561;ORIG071;DEST515;610.08;2021-12-10
ID01818;ORIG013;DEST218;317.67;2024-06-12
ID05563;ORIG025;DEST032;791.66;2021-02-10
ID01783;ORIG005;DEST439;368.63;2022-02-15
ID05565;ORIG099;DEST432;336.14;2023-04-07
ID05566;ORIG014;DEST367;367.41;2023-02-25
ID05567;ORIG001;DEST361;308.94;2022-02-07
ID05568;ORIG018;DEST819;209.50;2020-02-05
ID05569;ORIG055;DEST062;489.89;2020-04-25
ID05570;ORIG006;DEST702;704.38;2024-04-04
ID05571;ORIG014;DEST524;516.54;2024-12-16
ID05572;ORIG064;DEST580;873.76;2020-10-01
ID05573;ORIG096;DEST039;53.61;2020-12-13
ID05574;ORIG066;DEST085;601.79;2023-10-19
ID05575;ORIG018;DEST051;514.62;2022-04-23
ID05576;ORIG013;DEST793;994.62;2024-02-08
ID05577;ORIG001;DEST102;119.51;2021-09-23
ID05578;ORIG018;DEST092;302.92;2021-06-15
ID05579;ORIG014;DEST437;545.76;2020-04-27
ID03290;ORIG011;DEST216;891.12;2024-01-16
ID05581;ORIG017;DEST135;667.47;2021-10-25
ID05582;ORIG051;DEST199;153.09;2023-07-01
ID05583;ORIG007;DEST383;297.67;2023-07-15
ID05584;ORIG019;DEST360;887.01;2020-03-20
ID05585;ORIG007;DEST351;876.39;2022-04-19
ID05586;ORIG007;DEST341;246.89;2023-06-21
ID05587;ORIG015;DEST154;66.97;2023-01-07
ID05588;ORIG006;DEST110;148.26;2023-03-05
ID02860;ORIG016;DEST331;853.84;2020-06-04
ID05590;ORIG001;DEST488;972.32;2024-11-08
ID05591;ORIG042;DEST078;810.14;2022-12-10
ID05592;ORIG045;DEST308;312.59;2021-07-11
ID05593;ORIG036;DEST677;439.21;2020-12-25
ID05594;ORIG010;DEST819;820.29;2022-09-02
ID05595;ORIG019;DEST943;366.32;2022-02-10
ID05596;ORIG017;DEST915;117.11;2023-07-20
ID05597;ORIG009;DEST536;118.80;2024-10-07
ID05598;ORIG015;DEST875;275.26;2024-12-02
ID05599;ORIG010;DEST537;810.71;2024-07-16
ID05600;ORIG021;DEST919;956.49;2022-08-09
ID05601;ORIG054;DEST510;752.22;2023-01-23
ID05602;ORIG092;DEST594;550.88;2022-04-11
ID05603;ORIG001;DEST365;773.37;2023-10-14
ID00582;ORIG000;DEST321;892.64;2023-04-08
ID05605;ORIG009;DEST561;872.48;2024-10-14
ID05606;ORIG008;DEST369;829.60;2020-05-26
ID05607;ORIG060;DEST252;559.04;2020-12-16
ID05608;ORIG011;DEST949;242.79;2022-05-17
ID05609;ORIG016;DEST298;57.69;2024-12-21
ID05610;ORIG005;DEST455;109.45;2023-05-02
ID05118;ORIG032;DEST573;737.71;2020-03-19
ID05612;ORIG007;DEST473;801.06;2024-03-07
ID05613;ORIG071;DEST769;820.14;2020-10-07
ID05614;ORIG017;DEST409;870.98;2022-10-18
ID05615;ORIG012;DEST498;571.94;2021-07-15
ID05616;ORIG008;DEST331;101.52;2020-06-18
ID05617;ORIG001;DEST587;898.60;2023-10-18
ID05618;ORIG071;DEST663;615.07;2023-02-15
ID05619;ORIG017;DEST319;339.05;2022-07-23
ID05620;ORIG014;DEST447;760.35;2023-08-19
ID05621;ORIG017;DEST647;870.50;2020-02-17
ID05622;ORIG074;DEST563;695.23;2024-02-28
ID05623;ORIG028;DEST030;161.71;2021-08-24
ID05624;ORIG097;DEST471;993.65;2020-04-15
ID05625;ORIG003;DEST897;273.56;2023-07-25
ID05626;ORIG005;DEST777;451.40;2023-03-03
ID05627;ORIG003;DEST430;257.03;2020-10-10
ID03382;ORIG013;DEST119;368.49;2021-02-18
ID05629;ORIG001;DEST002;439.92;2021-02-13
ID05630;ORIG018;DEST754;985.17;2021-01-15
ID05631;ORIG049;DEST972;539.85;2021-06-26
ID05632;ORIG005;DEST026;510.24;2021-08-24
ID05633;ORIG013;DEST631;173.20;2021-01-17
ID02318;ORIG012;DEST797;534.62;2021-03-05
ID05635;ORIG037;DEST758;319.23;2022-09-01
ID05636;ORIG005;DEST527;182.72;2022-10-17
ID05637;ORIG000;DEST979;76.82;2020-09-02
ID05638;ORIG086;DEST941;208.10;2020-10-23
ID05639;ORIG035;DEST605;695.54;2022-08-03
ID05640;ORIG008;DEST370;546.56;2024-11-17
ID05641;ORIG036;DEST775;358.77;2021-08-13
ID05642;ORIG003;DEST932;525.38;2024-12-16
ID05643;ORIG016;DEST428;481.39;2021-06-09
ID05644;ORIG003;DEST715;952.70;2023-07-28
ID05645;ORIG063;DEST580;826.16;2022-07-04
ID05646;ORIG012;DEST098;592.27;2021-11-20
ID05647;ORIG088;DEST370;903.03;2024-08-13
ID05648;ORIG018;DEST075;711.23;2024-08-01
ID05649;ORIG074;DEST178;544.73;2022-03-13
ID05650;ORIG013;DEST436;119.42;2020-12-27
ID02826;ORIG008;DEST807;330.49;2023-10-14
ID05652;ORIG007;DEST045;578.43;2021-06-08
ID05653;ORIG016;DEST094;823.72;2023-11-14
ID05654;ORIG019;DEST795;433.51;2022-12-08
ID05655;ORIG008;DEST855;521.72;2021-11-03
ID05656;ORIG002;DEST375;230.84;2023-01-20
ID05657;ORIG003;DEST434;16.91;2024-09-22
ID05658;ORIG086;DEST511;192.70;2022-10-21
ID02022;ORIG007;DEST166;96.91;2020-04-02
ID05660;ORIG000;DEST533;254.76;2020-01-03
ID05661;ORIG030;DEST358;579.89;2021-12-08
ID05662;ORIG015;DEST478;486.92;2022-05-28
ID01635;ORIG017;DEST060;570.27;2022-06-26
ID05664;ORIG010;DEST053;904.16;2023-12-26
ID05665;ORIG010;DEST966;952.74;2023-01-27
ID05666;ORIG003;DEST883;652.26;2023-02-12
ID05667;ORIG019;DEST338;12.31;2021-08-19
ID05668;ORIG003;DEST075;451.21;2021-07-12
ID03288;ORIG014;DEST031;643.62;2022-06-12
ID05670;ORIG013;DEST374;402.85;2021-12-09
ID05671;ORIG076;DEST691;89.24;2024-02-15
ID05672;ORIG004;DEST229;991.44;2021-01-07
ID05673;ORIG011;DEST595;600.92;2020-03-02
ID05674;ORIG009;DEST975;175.52;2020-06-08
ID05675;ORIG019;DEST499;82.09;2020-06-11
ID05676;ORIG069;DEST756;387.11;2024-03-26
ID05677;ORIG001;DEST747;282.07;2020-07-24
ID05678;ORIG085;DEST819;430.79;2022-04-03
ID05679;ORIG012;DEST100;613.29;2022-04-09
ID05680;ORIG016;DEST923;657.48;2020-02-02
ID05681;ORIG000;DEST150;663.86;2020-03-06
ID05682;ORIG015;DEST335;260.73;2020-10-17
ID05683;ORIG004;DEST849;103.58;2020-12-13
ID05684;ORIG016;DEST278;594.11;2021-07-12
ID05685;ORIG016;DEST227;582.53;2023-01-20
ID05686;ORIG088;DEST656;27.87;2022-07-09
ID01917;ORIG011;DEST646;518.16;2020-12-10
ID05688;ORIG054;DEST158;31.60;2024-10-08
ID05689;ORIG014;DEST332;748.49;2020-10-16
ID05690;ORIG007;DEST032;598.79;2022-02-07
ID00879;ORIG013;DEST692;222.47;2020-05-02
ID05692;ORIG013;DEST476;793.99;2022-07-26
ID05693;ORIG002;DEST154;643.59;2023-03-09
ID05694;ORIG017;DEST856;294.44;2021-11-13
ID05695;ORIG008;DEST833;345.87;2020-07-06
ID05696;ORIG020;DEST172;177.12;2022-09-28
ID05697;ORIG005;DEST568;736.06;2022-02-08
ID05698;ORIG005;DEST800;66.07;2020-01-04
ID05699;ORIG016;DEST627;119.40;2024-06-08
ID05700;ORIG015;DEST530;793.35;2024-10-01
ID05701;ORIG004;DEST228;16.90;2023-02-28
ID05702;ORIG015;DEST181;279.90;2024-05-04
ID05703;ORIG022;DEST343;353.68;2024-12-08
ID05704;ORIG011;DEST056;37.12;2022-05-15
ID05705;ORIG069;DEST284;273.12;2021-05-07
ID05706;ORIG089;DEST499;539.66;2021-04-22
ID05707;ORIG045;DEST162;829.50;2022-07-06
ID05708;ORIG007;DEST209;95.97;2022-06-17
ID05709;ORIG013;DEST443;288.39;2024-11-22
ID05710;ORIG017;DEST682;748.01;2020-10-23
ID05711;ORIG007;DEST172;330.35;2021-04-01
ID03758;ORIG013;DEST416;521.71;2023-02-13
ID05713;ORIG068;DEST407;258.01;2022-12-19
ID05714;ORIG017;DEST412;444.17;2023-06-01
ID05715;ORIG002;DEST303;245.21;2021-11-09
ID05716;ORIG048;DEST994;20.80;2022-10-23
ID05717;ORIG010;DEST802;993.25;2022-04-28
ID05718;ORIG017;DEST137;810.07;2021-06-10
ID05719;ORIG018;DEST707;876.25;2021-09-12
ID00266;ORIG013;DEST207;536.65;2024-09-26
ID05721;ORIG014;DEST005;753.89;2020-04-01
ID05722;ORIG014;DEST686;756.83;2023-04-06
ID05723;ORIG085;DEST883;387.72;2023-06-12
ID05724;ORIG019;DEST588;642.72;2024-03-02
ID05725;ORIG063;DEST296;933.59;2021-05-16
ID05726;ORIG012;DEST306;326.88;2020-04-20
ID05727;ORIG014;DEST043;159.19;2024-07-17
ID05728;ORIG006;DEST515;467.25;2020-09-07
ID05729;ORIG000;DEST819;369.63;2020-11-24
